R,1
L,0.2
S,0.2
L,0.2
S,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
R,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
F,0.2
F,0.2
F,0.2
F,0.2
R,0.2
R,0.2
R,0.2
R,0.2
R,0.2
F,0.2
F,0.2
F,0.2
F,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
F,0.2
F,0.2
F,0.2
R,0.2
R,0.2
R,0.2
R,0.2
R,0.2
R,0.2
R,0.2
F,0.2
F,0.2
F,0.2
F,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
S,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
S,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
L,0.2
F,0.2
F,0.2
F,0.2
F,0.2
F,0.2
R,0.2
F,0.2
S,0.2
S,0.2
S,0.2
S,0.2
S,0.2
S,0.2
